uid,namedLocation,domainID,siteID,plotID,date,editedDate,individualID,patchOrIndividual,canopyPosition,plantStatus,stemDiameter,measurementHeight,maxCanopyDiameter,ninetyCanopyDiameter,patchSize,percentCover,height,diseaseType,samplingProtocolVersion,measuredBy,recordedBy,remarks,dataQF,publicationDate,release
dd4380b3-b5a4-4a9b-a26f-6ef568f5d7be,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06693,Patch,Full sun,Live,,,,,0.063,50,1.2,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,Gall on stem,,20200511T142330Z,undetermined
73c7c705-9e2c-450f-8105-26aee0e37572,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06696,Patch,Full sun,Live,,,,,0.063,60,1.1,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
4eda80d6-3e4b-45a2-8cec-f0cff65b6335,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06512,Patch,Partially shaded,Live,,,,,0.063,50,0.6,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
05e29a19-f8ba-4622-9ce9-3ed108d33f00,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06503,Patch,Mostly shaded,Live,,,,,0.063,20,0.6,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
eb7616ac-ffe4-4158-bcdb-6f1e1054fbd8,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06511,Patch,Full sun,Live,,,,,0.063,40,0.9,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
dfc29c42-02c0-4737-967c-c2677b45a3fc,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06508,Patch,Full shade,Live,,,,,0.063,20,0.6,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
a0f98c7b-1d7a-4c41-9d84-76a11252b911,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06501,Patch,Partially shaded,Live,,,,,0.063,10,1.1,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
d3760d42-bc84-45a9-978f-19ff031f53ba,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2017-04-17,NEON.PLA.D02.BLAN.06283,Patch,Open grown,Live,,,,,0.063,80,1.2,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
4d8fd26a-4c58-406f-983c-485a3b638a67,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06505,Patch,Mostly shaded,Live,,,,,0.063,10,0.4,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
7e955a6c-a12b-4533-863a-ed29664961ba,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06506,Patch,Mostly shaded,Live,,,,,0.063,10,0.8,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
42eb8fc4-e047-4c35-a381-2b5e6a42844c,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06510,Patch,Full sun,Live,,,,,0.063,60,1.1,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
0b800fd5-ea38-417b-9041-e16fe1585e1d,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06513,Patch,Full sun,Live,,,,,0.063,50,1.1,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
9c1bf45a-8fed-4e94-9817-cc794276a4d7,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06502,Patch,Open grown,Live,,,,,0.063,60,1.2,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
f876c60e-b0b7-4316-9e90-b9736a911646,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-09-21,2016-09-21,NEON.PLA.D02.BLAN.06692,Patch,Partially shaded,Live,,,,,0.063,30,0.5,,NEON.DOC.014040vH,alandes@field-ops.org,jporta@BattelleEcology.org,"",,20200511T142330Z,undetermined
5c6c53c5-2862-4793-8714-a77d521d7912,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2015-06-25,NEON.PLA.D02.BLAN.06291,Individual,Partially shaded,Live,7.1,130,5.7,4.5,,,5.9,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
a3db81f6-104e-4171-8dd8-555021350d4c,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06295,Individual,Partially shaded,Live,4.7,130,5.3,3.9,,,4.2,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
65f1467e-f4ca-4108-992c-7142f36f8471,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2015-06-25,NEON.PLA.D02.BLAN.06299,Individual,Partially shaded,Live,6.5,130,6.3,4.7,,,4,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
8fa3909f-e8ca-4dc1-9c40-21f8d73e0ed5,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06289,Individual,Partially shaded,Live,4.4,130,3.3,2.5,,,3.4,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
35715c7f-e0b2-4d4e-a695-b2204da24c99,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2015-06-25,NEON.PLA.D02.BLAN.06287,Individual,Full sun,Live,10.5,130,6.7,3.8,,,5.1,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
e929f46a-9779-45e4-9cbf-716eee6d1177,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06225,Individual,Partially shaded,Live,4.1,130,3.9,3.4,,,5,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
7f5893b5-be49-445c-8e60-6832c9afcd7f,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06247,Individual,Full sun,Live,5.5,130,4.1,3.6,,,3.8,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
3b195d67-bb26-4195-a23c-9ce30a6df745,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06242,Individual,Partially shaded,Live,9.3,130,4,3.8,,,4.7,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
8fa018d7-0212-4125-b237-5458f5ee5981,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-12,NEON.PLA.D02.BLAN.06221,Individual,Full sun,Live,9.4,130,6.5,4.6,,,4.8,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
f82a05f0-4ce4-4bb1-8aa4-f50fb0c22940,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06245,Individual,Full sun,Live,6.5,130,4.7,4.5,,,4.8,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
fc29d6f8-8923-44d2-9019-030fe48543ce,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06218,Individual,"","",,,,,,,,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
3eb77bcc-efce-40f2-b13a-ad29afc6103b,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06243,Individual,Open grown,Live,6.3,130,5.2,4.1,,,3.1,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
bf1f01af-7c1e-43eb-b419-daea3b2a37f0,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06229,Individual,Partially shaded,"Live, physically damaged",6.4,130,4.7,4.7,,,4.5,Fungal damage,NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
dd4131d8-846f-45ed-bdbd-572a3471e58f,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-05,NEON.PLA.D02.BLAN.06220,Individual,Partially shaded,Live,4.4,130,2.2,2,,,3.2,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
cb81ae39-fece-4f16-8332-8c10f1f76534,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06222,Individual,Mostly shaded,Live,5.2,130,3.2,2.1,,,4.2,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
8bba4007-c284-49e2-af2e-126581e51eaf,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06228,Individual,Partially shaded,Live,8.2,130,6,5.1,,,4.9,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
31690825-0ae0-4132-9f3b-84c7262714d3,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-12,NEON.PLA.D02.BLAN.06235,Individual,Partially shaded,Live,8.2,130,4.7,3.7,,,3.9,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
b9b30854-c065-4829-9623-a5c28d6b8a97,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-05,NEON.PLA.D02.BLAN.06240,Individual,Partially shaded,Live,9.9,130,5.9,5.2,,,5.2,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
6bddf6eb-60ab-4861-9c12-1056bffc3d9d,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06209,Individual,Partially shaded,Live,4.4,130,4.7,3.7,,,3.7,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
73301a52-c78f-4713-96f8-e8ee11013fbb,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-05,NEON.PLA.D02.BLAN.06224,Individual,Partially shaded,Live,8.1,130,3.8,3.6,,,5.3,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
99b8e8ed-1ec0-406d-bfe8-710f4b0cec12,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06237,Individual,Partially shaded,Live,130,5.4,3.8,3.5,,,4.5,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
6ffc6df1-9e35-40d2-8cff-e3bec73c5d6c,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-12,NEON.PLA.D02.BLAN.06251,Individual,Partially shaded,Live,8.8,130,5.5,3.9,,,4.3,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
ea813b7e-cf6b-40b4-8f91-2a117dcf66bf,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06213,Individual,Partially shaded,Live,2.4,130,2,1.3,,,2.6,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
6a0e9226-8d2e-41f5-be4e-36b9fb18ebbd,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06232,Individual,Mostly shaded,Live,4.3,130,6.5,5.5,,,4.4,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
a52cf45c-2f27-4f35-a849-19a32371d6bf,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-12,NEON.PLA.D02.BLAN.06217,Individual,Open grown,Live,4.5,130,2.4,2.2,,,2.9,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
fc7ee0bf-f955-43b0-aeb3-2beba85e6268,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06214,Individual,Full sun,Live,2,130,2.1,1.7,,,2.2,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
24f5c3e4-6456-4031-bec8-44489fb70626,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06207,Individual,Partially shaded,Live,5.9,130,3.7,3.5,,,5.1,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
3b2ba09c-d8df-4483-9b67-6eaaf559625d,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06216,Individual,Open grown,Live,3.1,130,4.4,3.3,,,3.4,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
d18f511b-c7f0-4734-ab84-886a17eb67cc,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06212,Individual,Full sun,Live,4.7,130,4.2,3.8,,,3.6,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
230d41c1-5127-4361-990c-83c02dcde1f0,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06234,Individual,Partially shaded,Live,8.9,130,4.9,4.7,,,4.7,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
0adcac8c-4759-474a-bcf2-bd51f5cc2485,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06239,Individual,Partially shaded,Live,3.5,130,3.5,3,,,4,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
9cbc851d-1012-4e47-a3be-b4b7167019f4,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06238,Individual,Full sun,Live,2,130,2,1.9,,,2.6,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
67a3ee78-8429-439b-a996-87ccd6629bb6,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06215,Individual,Open grown,Live,3.4,130,3,2.3,,,2.4,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
9cc4e7d8-3587-403c-8523-46169e52f583,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06226,Individual,Partially shaded,Live,3.2,130,3.4,3.2,,,3.9,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
f4fa5d67-6f1f-4a7d-9e7d-ad9133778643,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06236,Individual,Mostly shaded,Live,4.8,130,3.8,3.8,,,4.4,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
d95446d0-502f-46d8-9dba-160b94ff5754,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-12,NEON.PLA.D02.BLAN.06210,Individual,Partially shaded,Live,7.2,130,4.3,4,,,5.4,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
b88b1c9a-83e1-48d0-9573-db86a99c2357,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-05,NEON.PLA.D02.BLAN.06208,Individual,Partially shaded,Live,5.9,130,2.1,2,,,5.5,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
a46a8428-d46e-48a7-8c9b-35df97b75779,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06249,Individual,Partially shaded,Live,8.3,130,4.5,4.3,,,5.5,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
1a150d80-e1f5-4f5b-b06c-a649592518c4,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06246,Individual,Partially shaded,Live,6.9,130,5.1,4.7,,,4.8,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
c69d9830-33c1-43bd-acf8-a62458e4376a,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-05,NEON.PLA.D02.BLAN.06206,Individual,Partially shaded,Live,7.3,130,4.8,3.8,,,5.8,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
d3f2b3c1-2e20-4fe0-9089-1d3e13d54b33,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06219,Individual,Partially shaded,Live,1.3,130,1.5,1.3,,,2.2,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
97d7adde-54fa-4f6a-81e2-e2b1c749220a,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-12,NEON.PLA.D02.BLAN.06223,Individual,Partially shaded,Live,16.9,130,8,6.9,,,6.8,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
a5d3af91-7321-4e04-b72e-7c67f3022196,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06250,Individual,Partially shaded,Live,6.8,130,6,3.4,,,5.3,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
7ac07836-549e-4d32-ae0e-56e73e1d9033,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06205,Individual,Partially shaded,Live,5.4,130,4.9,3.7,,,4.8,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
d7cd4a82-d5f2-4ef2-bcc4-1ff57d355bf8,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-12-12,NEON.PLA.D02.BLAN.06248,Individual,Partially shaded,Live,4.3,130,4.2,3.7,,,5.2,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
803adb9d-65ac-4efe-9697-b9f244a3988e,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06231,Individual,Mostly shaded,Live,3.2,130,2.4,1.6,,,3.7,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
b422def1-d8a2-488f-b027-3a6041bd3d91,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2017-11-29,NEON.PLA.D02.BLAN.06230,Individual,Mostly shaded,Live,3.8,130,2.2,2,,,4.9,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
e359d121-d644-4695-8fc1-51b0f9498d32,BLAN_061.phenology.phe,D02,BLAN,BLAN_061,2017-11-17,2016-03-28,NEON.PLA.D02.BLAN.06244,Individual,Full sun,Live,6.1,130,4.2,3.8,,,4.4,"",NEON.DOC.014040vH,alandes@field-ops.org,jward@battelleecology.org,,,20200511T142518Z,undetermined
